lower,upper,valid,tag,metric,n
0.9294109338650715,0.9739241917502788,True,BEAUX,recall,362
0.0,0.017050352664576798,True,NONE,recall,191
0.9185987185571903,0.973568281938326,True,DOAUX,recall,246
0.9974846384985865,1.0,True,PP1S,recall,1230
0.9748712228287746,0.9872323190596924,True,VBD,recall,1761
0.732756486855582,0.8770527753810756,True,WHQU,recall,119
0.9666438356164384,1.0,True,COND,recall,152
0.9288702928870293,0.979257380940184,True,EMPH,recall,251
0.8620557029177719,0.9270571981210279,True,RP,recall,321
0.9795709908069459,0.9931665297536694,True,CONT,recall,990
0.9615331491712708,1.0,True,MDNE,recall,170
0.9784053639441388,1.0,True,MDWS,recall,154
0.8771639843410178,0.970152948130634,True,SO,recall,126
0.9953401500058595,1.0,True,PP2,recall,679
0.7301518883415434,0.8491679006528908,True,THATD,recall,185
0.39164943609022557,0.5615625,True,ACT,recall,125
0.967099817009411,1.0,True,YNQU,recall,161
0.9342723004694836,0.9833401639344261,True,FPUH,recall,233
0.9919565640404739,0.9986563596303585,True,CD,f1,779
0.9332308155635513,0.9585046524482933,True,VBG,f1,635
0.9480148792703603,0.9608356551982411,True,JJAT,f1,2234
0.9853181462833941,0.9882272214833145,True,NN,f1,11792
0.9918620453147783,0.9946598560482934,True,IN,f1,6563
0.9879902798968802,0.9942483871163441,True,CC,f1,1834
0.9671688410905186,0.9841855372243028,True,DEMO,f1,567
0.9567932564700741,0.9688946096021088,True,VB,f1,1865
0.9992912827781715,1.0,True,DT,f1,3540
0.9805472756641053,0.9870789304513746,True,VPRT,f1,2895
0.995835928777516,1.0,True,XX0,f1,618
0.8790467869793657,0.9089086143174349,True,JJPR,f1,948
0.9710587594647858,0.991974959871589,True,TIME,f1,321
0.9396807525466687,0.9664577596464389,True,PEAS,f1,494
0.9532682486189765,0.9755362440903782,True,WHSC,f1,591
0.921408918237654,0.9668262138664826,True,THSC,f1,213
,,False,PIT,,781
0.9021767598111023,0.9271413602843652,True,RB,f1,1049
0.9410203781421711,0.9704015330121525,True,PASS,f1,358
0.8537556432023947,0.9022036163074998,True,VBN,f1,379
,,False,MDWO,,137
0.952779480891069,0.9855107135427502,True,FREQ,f1,218
0.9227872372820067,0.9600031897926635,True,DMA,f1,286
0.981239623859016,0.9927942353883107,True,QUAN,f1,661
0.973682281216237,0.9972306758243842,True,POS,f1,184
0.9623644226273959,0.9904838709677419,True,QUPR,f1,206
0.9452694760089766,0.9806817132834855,True,PLACE,f1,240
0.6371625049320784,0.7533894106254082,True,VIMP,f1,215
,,False,MDCA,,168
,,False,AMP,,137
0.9935312752209376,1.0,True,PP1P,f1,403
0.9033329319868159,0.9470239483257158,True,PROG,f1,287
0.9684186711121696,1.0,True,EX,f1,107
0.8951008135833038,0.9591960171165241,True,THRC,f1,124
0.93726034325906,0.955499366608145,True,BEMA,f1,1317
0.9283833833833834,0.9709225105251106,True,SPLIT,f1,223
0.9213784075858179,0.9428027131796579,True,NCOMP,f1,1007
0.9423610815619983,0.9725611656833526,True,BEAUX,f1,362
0.0,0.013303769401330377,True,NONE,f1,191
0.9248255830577291,0.9651183024874549,True,DOAUX,f1,246
0.9987407354918724,1.0,True,PP1S,f1,1230
0.9812778491645396,0.9888393336143472,True,VBD,f1,1761
0.7749867021276596,0.8823720397249809,True,WHQU,f1,119
0.9830390362015,1.0,True,COND,f1,152
0.8735152849352078,0.9290546530573126,True,EMPH,f1,251
0.9033254946066152,0.9447085857177857,True,RP,f1,321
0.9868950423524536,0.9950495049504952,True,CONT,f1,990
0.9803893951946976,1.0,True,MDNE,f1,170
0.9828178694158075,1.0,True,MDWS,f1,154
0.9140557650862069,0.9736915476423401,True,SO,f1,126
0.9948028795685622,1.0,True,PP2,f1,679
0.7371521704563524,0.8307729468599034,True,THATD,f1,185
0.5433366253231475,0.6984126984126984,True,ACT,f1,125
0.9664409006013588,0.9939024390243902,True,YNQU,f1,161
0.9364994934143871,0.9729757708018578,True,FPUH,f1,233
